Path,Group,Total rate (Hz),,,QCDPt15to30,,,QCDPt30to50,,,QCDPt50to80,,,QCDPt80to120,,,QCDPt120to170,,,QCDPt170to300,,,QCDPt300to470,,,QCDPt470to600,,,QCDPt600to800,,,QCDPt800to1000,,,QCDPt1000to1400,,,QCDPt1400to1800,,,QCDPt1800,,,DYToEE,,,DYToMuMu,,,WToENu,,,WToMuNu,,,QCDEMPt30to80,,,QCDEMPt80to120,,,QCDMuPt30to50,,,QCDMuPt50to80,,,QCDMuPt80to120,,,,Total QCD rate (Hz),,,Total QCD 30to80,,,Total QCD 80to170,,,Total EW rate (Hz),,
HLT_Ele15_IsoVVVL_PFHT600_v2,SUSY,2.19,±,0.17,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.09,±,0.03,1.89,±,0.16,0.00,±,0.00,0.10,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu17_Mu8_SameSign_DPhi_v1,HIG,2.17,±,0.19,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.16,±,0.04,0.12,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.08,±,0.06,0.11,±,0.04,0.48,±,0.08,0.74,±,0.10,0.45,±,0.11,,,,,,,,,,,,,
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose_v2,EXO,2.13,±,0.29,0.00,±,0.00,0.23,±,0.23,0.07,±,0.05,0.04,±,0.02,0.24,±,0.05,0.27,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.04,±,0.04,0.14,±,0.04,0.12,±,0.04,0.43,±,0.08,0.55,±,0.12,,,,,,,,,,,,,
HLT_DoubleJet90_Double30_DoubleCSV0p5_v2,HIG,2.13,±,0.17,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.10,±,0.04,0.53,±,0.08,1.25,±,0.13,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.16,±,0.05,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_PFHT475_v1,SUSY,2.09,±,0.16,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.40,±,0.07,1.56,±,0.14,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele22_eta2p1_WPLoose_Gsf_v1,"Taus,HIG",2.08,±,0.49,0.00,±,0.00,0.91,±,0.46,0.10,±,0.06,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.01,0.00,±,0.00,0.23,±,0.03,0.00,±,0.00,0.63,±,0.16,0.13,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT350_v2,"SUSY,EXO",2.05,±,0.16,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.14,±,0.04,0.56,±,0.08,1.12,±,0.12,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.23,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFMET110_PFMHT110_IDTight_v1,HIG,2.03,±,0.17,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.17,±,0.05,0.32,±,0.06,1.00,±,0.12,0.00,±,0.00,0.05,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.09,±,0.02,0.08,±,0.02,0.08,±,0.06,0.17,±,0.05,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_Dimuon10_Jpsi_Barrel_v1,BPH,2.01,±,0.18,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.01,±,0.01,1.39,±,0.14,0.41,±,0.08,0.07,±,0.04,,,,,,,,,,,,,
HLT_Photon50_R9Id90_HE10_IsoM_v2,"SMP,SUSY",1.97,±,0.25,0.00,±,0.00,0.00,±,0.00,0.50,±,0.13,0.15,±,0.04,0.01,±,0.01,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.03,±,0.01,0.00,±,0.00,0.84,±,0.19,0.34,±,0.07,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,,,,,,,,,,,,,
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p7_v1,HIG,1.94,±,0.16,0.00,±,0.00,0.00,±,0.00,0.13,±,0.07,0.31,±,0.06,0.52,±,0.08,0.73,±,0.10,0.00,±,0.00,0.05,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.17,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_RsqMR270_Rsq0p09_MR200_v1,SUSY,1.93,±,0.16,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.28,±,0.06,1.48,±,0.14,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.01,0.01,±,0.01,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v2,HIG,1.91,±,0.19,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.05,±,0.02,0.07,±,0.03,0.23,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.06,±,0.01,0.00,±,0.00,0.42,±,0.13,1.02,±,0.12,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL_v2,EXO,1.90,±,0.29,0.00,±,0.00,0.23,±,0.23,0.13,±,0.07,0.11,±,0.04,0.19,±,0.05,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.17,±,0.08,0.31,±,0.07,0.10,±,0.04,0.26,±,0.06,0.27,±,0.08,,,,,,,,,,,,,
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_v2,"Taus,HIG",1.89,±,0.19,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.01,±,0.01,0.02,±,0.02,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.62,±,0.06,0.50,±,0.15,0.01,±,0.01,0.44,±,0.08,0.19,±,0.05,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon75_R9Id90_HE10_IsoM_v2,"SMP,SUSY",1.86,±,0.19,0.00,±,0.00,0.00,±,0.00,0.20,±,0.08,0.33,±,0.06,0.16,±,0.04,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.05,±,0.01,0.00,±,0.00,0.34,±,0.12,0.65,±,0.10,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_PFHT650_WideJetMJJ900DEtaJJ1p5_v2,EXO,1.85,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.13,±,0.04,0.00,±,0.00,1.71,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70_v1,noGoogleDoc,1.84,±,0.11,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.04,±,0.02,0.06,±,0.03,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,1.42,±,0.03,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.17,±,0.08,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v2,SUSY,1.81,±,0.16,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.58,±,0.08,0.67,±,0.09,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.35,±,0.07,0.00,±,0.00,0.00,±,0.00,0.17,±,0.07,,,,,,,,,,,,,
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL_v2,EXO,1.80,±,0.28,0.00,±,0.00,0.23,±,0.23,0.00,±,0.00,0.00,±,0.00,0.25,±,0.05,0.29,±,0.06,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.09,±,0.02,0.08,±,0.06,0.35,±,0.07,0.01,±,0.01,0.21,±,0.05,0.27,±,0.08,,,,,,,,,,,,,
HLT_PFHT350_PFMET100_NoiseCleaned_v1,noGoogleDoc,1.79,±,0.15,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.01,±,0.01,0.24,±,0.05,1.17,±,0.12,0.00,±,0.00,0.12,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.01,0.02,±,0.01,0.04,±,0.04,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_TripleMu_12_10_5_v1,HIG,1.71,±,0.17,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.48,±,0.08,0.58,±,0.09,0.50,±,0.11,,,,,,,,,,,,,
HLT_Mu40_eta2p1_PFJet200_PFJet50_v2,B2G,1.69,±,0.15,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.21,±,0.05,1.32,±,0.13,0.00,±,0.00,0.05,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.05,±,0.04,,,,,,,,,,,,,
HLT_QuadJet45_DoubleCSV0p5_v2,HIG,1.65,±,0.15,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.41,±,0.07,1.02,±,0.12,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.13,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5_v2,EXO,1.62,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,1.55,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFMETNoMu120_NoiseCleaned_PFMHTNoMu120_IDTight_v2,EXO,1.61,±,0.15,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.11,±,0.04,0.20,±,0.05,0.80,±,0.10,0.00,±,0.00,0.05,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.01,0.16,±,0.03,0.08,±,0.06,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_CaloJet500_NoJetID_v2,EXO,1.61,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.02,0.00,±,0.00,1.58,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFJet500_v2,SMP,1.56,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.02,0.00,±,0.00,1.53,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_MonoCentralPFJet80_PFMETNoMu120_NoiseCleaned_PFMHTNoMu120_IDTight_v2,EXO,1.54,±,0.14,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.11,±,0.04,0.20,±,0.05,0.79,±,0.10,0.00,±,0.00,0.05,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.01,0.16,±,0.03,0.04,±,0.04,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v1,SUSY,1.53,±,0.14,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.12,±,0.04,0.46,±,0.07,0.72,±,0.10,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.01,±,0.01,0.00,±,0.00,0.17,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf_v1,"Taus,HIG",1.49,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,1.49,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon90_R9Id90_HE10_IsoM_v2,"SMP,SUSY",1.39,±,0.14,0.00,±,0.00,0.00,±,0.00,0.10,±,0.06,0.21,±,0.05,0.24,±,0.05,0.19,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.07,±,0.01,0.00,±,0.00,0.00,±,0.00,0.58,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu20_eta2p1_TriCentralPFJet30_v2,Top,1.37,±,0.26,0.00,±,0.00,0.23,±,0.23,0.07,±,0.05,0.02,±,0.02,0.07,±,0.03,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.34,±,0.04,0.08,±,0.06,0.07,±,0.03,0.14,±,0.04,0.30,±,0.06,0.02,±,0.02,,,,,,,,,,,,,
HLT_Ele22_eta2p1_WPTight_Gsf_v1,noGoogleDoc,1.34,±,0.41,0.00,±,0.00,0.68,±,0.39,0.07,±,0.05,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.01,0.00,±,0.00,0.21,±,0.02,0.00,±,0.00,0.29,±,0.11,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300_v2,SUSY,1.34,±,0.13,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.17,±,0.05,0.41,±,0.07,0.43,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.01,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.27,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Dimuon0_Upsilon_Muon_v1,BPH,1.31,±,0.15,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.03,±,0.02,0.76,±,0.10,0.27,±,0.06,0.10,±,0.05,,,,,,,,,,,,,
HLT_PFMET120_PFMHT120_IDTight_v1,HIG,1.25,±,0.13,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.10,±,0.04,0.18,±,0.05,0.60,±,0.09,0.00,±,0.00,0.04,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.01,0.07,±,0.02,0.08,±,0.06,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_Photon250_NoHE_v2,HIG,1.21,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.48,±,0.08,0.00,±,0.00,0.70,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon120_R9Id90_HE10_IsoM_v2,"SMP,SUSY",1.13,±,0.12,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.02,±,0.02,0.21,±,0.05,0.41,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.06,±,0.01,0.00,±,0.00,0.00,±,0.00,0.37,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL_v2,EXO,1.09,±,0.15,0.00,±,0.00,0.00,±,0.00,0.10,±,0.06,0.04,±,0.02,0.15,±,0.04,0.09,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.13,±,0.07,0.16,±,0.05,0.04,±,0.02,0.16,±,0.05,0.20,±,0.07,,,,,,,,,,,,,
HLT_Photon36_R9Id90_HE10_IsoM_v2,"SMP,SUSY",1.09,±,0.20,0.00,±,0.00,0.00,±,0.00,0.13,±,0.07,0.05,±,0.02,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.04,±,0.01,0.00,±,0.00,0.76,±,0.18,0.07,±,0.03,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu24_eta2p1_v1,SMP,1.01,±,0.25,0.00,±,0.00,0.23,±,0.23,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.09,±,0.02,0.00,±,0.00,0.01,±,0.01,0.21,±,0.05,0.25,±,0.06,0.15,±,0.06,,,,,,,,,,,,,
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v2,HIG,0.99,±,0.14,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.01,±,0.01,0.06,±,0.03,0.15,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.05,±,0.01,0.00,±,0.00,0.21,±,0.09,0.47,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele15_IsoVVVL_PFHT350_PFMET70_v1,none,0.98,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.16,±,0.04,0.60,±,0.09,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.06,±,0.01,0.00,±,0.00,0.00,±,0.00,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL_v2,EXO,0.97,±,0.13,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.02,±,0.02,0.19,±,0.05,0.17,±,0.05,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.02,0.04,±,0.04,0.18,±,0.05,0.00,±,0.00,0.04,±,0.02,0.20,±,0.07,,,,,,,,,,,,,
HLT_DiCentralPFJet55_PFMET110_NoiseCleaned_v1,noGoogleDoc,0.97,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.21,±,0.05,0.45,±,0.08,0.00,±,0.00,0.06,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.01,0.03,±,0.01,0.00,±,0.00,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight_v2,EXO,0.94,±,0.25,0.00,±,0.00,0.23,±,0.23,0.03,±,0.03,0.00,±,0.00,0.12,±,0.04,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.04,±,0.04,0.06,±,0.03,0.07,±,0.03,0.16,±,0.05,0.15,±,0.06,,,,,,,,,,,,,
HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v2,"EXO,SUSY",0.93,±,0.12,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.03,0.05,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.29,±,0.06,0.29,±,0.06,0.20,±,0.07,,,,,,,,,,,,,
