HLT Path,L1 Seeds,L1 pre scale,HLT pre scale,Total,,, QCD15to30,,,QCD30to50,,,QCD50to80,,,QCD80to120,,,QCD120to170,,,QCD170to300,,,QCD300to470,,,QCD470to600,,,EMEnr30to80,,,EMEnr80to170,,,MuEnr30to50,,,MuEnr50to80,,,MuEnr80to120,,,WToENu,,,ZToEE,,,WToMuNu,,,ZToMuMu,,
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 1 1 1 1 1 1 1 4000 1 ,1,2.38,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.11,+/-,0.02,0.56,+/-,0.02,1.35,+/-,0.02,0.11,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.19,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,2.37,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.05,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.02,+/-,0.00,0.15,+/-,0.02,0.17,+/-,0.01,0.13,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,1.75,+/-,0.03
HLT_VBF_DisplacedJet40_TightID_Hadronic_v2 , L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 1 ,1,2.36,+-,0.12,0.00,+/-,0.00,0.00,+/-,0.00,0.20,+/-,0.08,0.67,+/-,0.05,0.42,+/-,0.02,0.23,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.20,+/-,0.05,0.59,+/-,0.02,0.00,+/-,0.00,0.01,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon75_R9Id90_HE10_IsoM_v2 , L1_SingleEG40 ,1,11,2.33,+-,0.12,0.00,+/-,0.00,0.00,+/-,0.00,0.20,+/-,0.08,0.38,+/-,0.04,0.18,+/-,0.01,0.18,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.37,+/-,0.07,1.02,+/-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.06,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet50_40_30_v1 , L1_SingleIsoEG30er OR L1_SingleEG40 , 1 1 ,1,2.29,+-,0.11,0.00,+/-,0.00,0.00,+/-,0.00,0.17,+/-,0.07,0.21,+/-,0.03,0.19,+/-,0.01,0.33,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.31,+/-,0.07,0.75,+/-,0.02,0.00,+/-,0.00,0.01,+/-,0.00,0.02,+/-,0.00,0.11,+/-,0.01,0.11,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00
HLT_BTagMu_Jet300_Mu5_v2 , L1_SingleJet200 ,1,1,2.28,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.01,+/-,0.00,0.46,+/-,0.01,1.43,+/-,0.01,0.35,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,1,2.20,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.45,+/-,0.02,0.35,+/-,0.01,0.05,+/-,0.00,0.01,+/-,0.00,0.09,+/-,0.03,0.31,+/-,0.02,0.02,+/-,0.01,0.24,+/-,0.01,0.58,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.09,+/-,0.01,0.02,+/-,0.00
HLT_TripleMu_12_10_5_v2 , L1_TripleMu_5_5_3 ,1,1,2.18,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.14,+/-,0.01,0.10,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.03,0.05,+/-,0.01,0.56,+/-,0.05,0.73,+/-,0.03,0.43,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.07,+/-,0.01
HLT_Rsq0p25_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60 , 1 1 1 1 1 1 1 1 1 1 ,1,2.18,+-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.07,0.57,+/-,0.05,0.54,+/-,0.02,0.48,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.03,0.25,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00
HLT_Photon50_R9Id90_HE10_IsoM_v2 , L1_SingleEG40 ,1,62,2.09,+-,0.17,0.00,+/-,0.00,0.00,+/-,0.00,0.23,+/-,0.09,0.21,+/-,0.03,0.04,+/-,0.01,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.68,+/-,0.10,0.46,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf_v1 , L1_DoubleEG_22_10 ,1,1,2.07,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,2.06,+/-,0.03,0.00,+/-,0.00,0.00,+/-,0.00
HLT_HT550_DisplacedDijet40_Inclusive_v2 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 1 1 1 ,1,2.06,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.06,+/-,0.02,0.27,+/-,0.01,1.21,+/-,0.02,0.32,+/-,0.00,0.03,+/-,0.00,0.01,+/-,0.01,0.12,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon90_R9Id90_HE10_IsoM_v2 , L1_SingleEG40 ,1,6,2.03,+-,0.08,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.06,0.25,+/-,0.03,0.27,+/-,0.01,0.25,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.24,+/-,0.06,0.97,+/-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.07,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v2 , L1_DoubleEG_22_10 ,1,5,2.02,+-,0.27,0.00,+/-,0.00,0.00,+/-,0.00,0.20,+/-,0.08,0.08,+/-,0.02,0.03,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.43,+/-,0.08,0.14,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.79,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00
HLT_VBF_DisplacedJet40_DisplacedTrack_v2 , L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 1 ,1,1.99,+-,0.09,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.06,0.59,+/-,0.05,0.42,+/-,0.02,0.26,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.04,0.47,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_LooseIsoPFTau50_Trk30_eta2p1_v2 , L1_QuadJetC36_TauJet52 ,10,4,1.97,+-,0.12,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.03,+/-,0.00,0.03,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFMET120_PFMHT120_IDTight_v1 , L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 , 1 1 1 ,1,1.89,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.10,+/-,0.02,0.33,+/-,0.02,0.70,+/-,0.01,0.27,+/-,0.00,0.06,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.14,+/-,0.01,0.00,+/-,0.00,0.19,+/-,0.01,0.01,+/-,0.00
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL_v2 , L1_Mu5_EG20 ,1,1,1.86,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.03,+/-,0.01,0.30,+/-,0.01,0.23,+/-,0.01,0.04,+/-,0.00,0.01,+/-,0.00,0.26,+/-,0.06,0.26,+/-,0.01,0.05,+/-,0.01,0.29,+/-,0.02,0.44,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300_v2 , L1_DoubleEG6_HTT150 OR L1_HTT175 , 1 1 ,1,1.80,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.21,+/-,0.03,0.51,+/-,0.02,0.55,+/-,0.01,0.05,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.36,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.01,+/-,0.00,0.07,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon120_R9Id90_HE10_IsoM_v2 , L1_SingleEG40 ,1,2,1.77,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.07,+/-,0.02,0.28,+/-,0.01,0.51,+/-,0.01,0.05,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.01,0.70,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v2 , L1_Mu20_EG10 ,1,1,1.74,+-,0.08,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.09,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.26,+/-,0.06,0.16,+/-,0.01,0.34,+/-,0.04,0.42,+/-,0.02,0.26,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.12,+/-,0.01,0.03,+/-,0.00
HLT_DoubleMu8_Mass8_PFHT300_v2 , L1_Mu6_HTT150 OR L1_Mu8_HTT125 OR L1_HTT175 , 1 1 1 ,1,1.74,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.49,+/-,0.02,0.74,+/-,0.01,0.11,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.12,+/-,0.01,0.00,+/-,0.00,0.01,+/-,0.00,0.22,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00
HLT_DoubleMu38NoFiltersNoVtx_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,1.69,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.04,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,1.53,+/-,0.03
HLT_DiPFJetAve160_HFJEC_v2 , L1_SingleJet128 ,1,24,1.67,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.32,+/-,0.02,1.26,+/-,0.02,0.08,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFJet260_v2 , L1_SingleJet200 ,1,85,1.65,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.95,+/-,0.02,0.56,+/-,0.00,0.05,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v2 , L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 1 ,1,1.59,+-,0.09,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.06,0.48,+/-,0.05,0.34,+/-,0.02,0.20,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.03,0.36,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFJet320_v2 , L1_SingleJet200 ,1,30,1.58,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.42,+/-,0.01,1.02,+/-,0.00,0.13,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v2 , L1_DoubleMu7_EG7 ,1,1,1.53,+-,0.08,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.11,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.16,+/-,0.05,0.07,+/-,0.01,0.31,+/-,0.03,0.43,+/-,0.02,0.27,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.00
HLT_Mu6_PFHT200_PFMET80_NoiseCleaned_BTagCSV07_v1 , L1_Mu6_HTT150 ,1,1,1.48,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.30,+/-,0.01,0.73,+/-,0.01,0.21,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.09,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.08,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_Mu20_v2 , L1_SingleMu16 ,1,450,1.42,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.04,0.02,+/-,0.00,0.52,+/-,0.04,0.39,+/-,0.02,0.16,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01,0.02,+/-,0.00
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,1,1.40,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.32,+/-,0.02,0.18,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.02,0.14,+/-,0.01,0.03,+/-,0.01,0.22,+/-,0.01,0.43,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFJet400_v2 , L1_SingleJet200 ,1,10,1.38,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.12,+/-,0.01,0.88,+/-,0.00,0.38,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_TkMu20_v2 , L1_SingleMu16 ,1,450,1.34,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.04,0.02,+/-,0.00,0.50,+/-,0.04,0.39,+/-,0.02,0.15,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01,0.02,+/-,0.00
HLT_PFHT550_4Jet_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,55,1.34,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.01,0.90,+/-,0.02,0.29,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,1,1.31,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.23,+/-,0.01,0.11,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.04,0.11,+/-,0.01,0.04,+/-,0.01,0.34,+/-,0.02,0.41,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_PFJet80_v2 , L1_SingleJet52 ,30000,1,1.29,+-,0.27,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFJet140_v2 , L1_SingleJet92 ,2000,1,1.28,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_IsoMu16_eta2p1_CaloMET30_LooseIsoPFTau50_Trk30_eta2p1_v2 , L1_Mu14er_ETM30 ,1,1,1.27,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.02,+/-,0.00,0.01,+/-,0.01,0.05,+/-,0.01,0.07,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.88,+/-,0.03,0.21,+/-,0.01
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v2 , L1_DoubleEG_15_10 ,1,10,1.25,+-,0.26,0.00,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.07,0.02,+/-,0.01,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.38,+/-,0.07,0.07,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.43,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v2 , L1_SingleEG40 ,1,3,1.24,+-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.07,+/-,0.02,0.02,+/-,0.00,0.09,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.64,+/-,0.10,0.54,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_IsoMu20_eta2p1_TriCentralPFJet30_v2 , L1_SingleMu16 ,1,1,1.21,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.01,+/-,0.01,0.05,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.03,0.05,+/-,0.01,0.09,+/-,0.02,0.22,+/-,0.01,0.14,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.29,+/-,0.02,0.19,+/-,0.01
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL_v2 , L1_Mu5_EG20 ,1,1,1.20,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.23,+/-,0.01,0.26,+/-,0.01,0.04,+/-,0.00,0.01,+/-,0.00,0.06,+/-,0.03,0.18,+/-,0.01,0.01,+/-,0.01,0.08,+/-,0.01,0.22,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.08,+/-,0.01,0.02,+/-,0.00
HLT_Rsq0p30_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60 , 1 1 1 1 1 1 1 1 1 1 ,1,1.19,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.26,+/-,0.03,0.31,+/-,0.01,0.29,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.02,0.12,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.02,+/-,0.01,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_Mu16_eta2p1_CaloMET30_v2 , L1_Mu14er_ETM30 ,1,110,1.17,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.12,+/-,0.01,0.08,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.03,0.07,+/-,0.01,0.15,+/-,0.02,0.34,+/-,0.02,0.27,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.00,+/-,0.00
HLT_DoublePhoton85_v2 , L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200 , 1 1 1 ,1,1.14,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.21,+/-,0.01,0.59,+/-,0.01,0.09,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.21,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v2 , L1_SingleEG40 ,1,1,1.14,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.04,+/-,0.01,0.03,+/-,0.00,0.17,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.18,+/-,0.05,0.63,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Photon300_NoHE_v2 , L1_SingleEG40 OR L1_SingleJet200 , 1 1 ,1,1.12,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.00,0.56,+/-,0.00,0.49,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,1.06,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.08,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.03,+/-,0.01,0.25,+/-,0.03,0.29,+/-,0.02,0.22,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.00
HLT_Photon36_R9Id90_HE10_IsoM_v2 , L1_SingleEG30 ,1,350,1.04,+-,0.13,0.00,+/-,0.00,0.00,+/-,0.00,0.23,+/-,0.09,0.04,+/-,0.01,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.68,+/-,0.10,0.11,+/-,0.01,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
